,marka,fiyat,kamera çözünürlük,Dahili hafıza,Ram,ekran boyutu,pil gücü,mobil bağlantı hızı,model,ön kamera sayısı,on kamera cozunurluk araligi,arka kamera sayisi,ekran boyutu aralığı,işletim sistemi,çift hat,garanti süresi,şarj girişi,ana kamera çözünürlük,nfc,kulaklık girişi,batarya,renk
1102,Alcatel,1295,5,16,1,4,1500  altı,4.5,,1,5,1,4,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Siyah
1103,realme,6999,10,32,2,6,5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Mavi
1104,Tecno,4200,15,64,4,6,1500  altı,4.5,,1,5,2,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,6000,Mavi
1105,Samsung,10899,5,128,6,4,1500  altı,4.5,,1,20,1,7,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Beyaz
1106,Reeder,4000,5,64,4,4,1500  altı,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
1107,Samsung,5999,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Metalik
1108,omix,4499,5,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Çok Renkli
1109,POCO,12759,20,256,8,6,3000 - 7900,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
1110,TCL,3199,5,32,2,4,1500  altı,4,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3000,Yeşil
1111,Samsung,7499,5,128,4,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Metalik
1112,Samsung,6500,20,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
1113,,7628,12,4,8,6,3950,3,,1,5,2,6,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,2000,Çok Renkli
1114,,6399,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Siyah
1115,TCL,3250,5,32,2,4,1500  altı,4,,1,5,1,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3000,Siyah
1116,General Mobile,6299,15,128,8,7,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
1117,Tecno,5799,5,128,4,4,1500  altı,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,4500,Lacivert
1118,Samsung,5350,5,16,1,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3000,Kırmızı
1119,Xiaomi,6499,10,128,2,6,4000 - 5000,4.5,Redmi 9C,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Çok Renkli
1120,Tecno,3999,5,64,8,4,6000,4.5,,1,5,3,4,Android,Var,2,USB Type-C,5,Var,3.5 mm,1000,Gri
1121,Xiaomi,5599,20,128,4,6,4000 - 5000,4.5,Redmi 12C,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1122,Samsung,6399,20,64,4,6,4000 - 5000,4.5,,4,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1123,Reeder,2869,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
1124,General Mobile,5888,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Çok Renkli
1125,Xiaomi,13799,10,128,8,6,5000,4.5,Redmi Note 11 Pro,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Mavi
1126,TCL,4600,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Lightning,5,Var,3.5 mm,4500,Mavi
1127,Samsung,7799,5,128,4,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Lacivert
1128,Tecno,6866,5,128,8,4,1500  altı,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Gri
1129,Tecno,5999,5,128,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Siyah
1130,Trident,,15,64,4,6,3000 - 4000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
1131,Casper,5899,8,128,4,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
1132,INFINIX,6299,5,128,6,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1133,Trident,8099,20,256,8,6,4000 - 5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,USB Type-C,4000,Altın
1134,,,15,64,4,6,3000 - 4000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
1135,Samsung,,20,128,4,7,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Metalik
1136,Samsung,7269,50,128,4,6,5000,4,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,Lightning,4500,Beyaz
1137,realme,,10,64,3,6,4000 - 5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,4500,Mavi
1138,Xiaomi,8999,5,128,4,4,1500  altı,4.5,Redmi Note 11,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
1139,,5799,20,128,8,6,5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Siyah
1140,omix,6119,20,128,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
1141,INFINIX,4259,20,64,4,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1142,Xiaomi,6899,5,128,4,4,1500  altı,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mor
1143,INFINIX,7768,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1144,Xiaomi,5371,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Var,3.5 mm,4500,Çok Renkli
1145,General Mobile,4999,5,64,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1146,Xiaomi,5099,20,64,4,6,3000 - 7900,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Siyah
1147,INFINIX,6100,5,128,6,4,900-3000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Yeşil
1148,realme,4145,10,32,3,6,4000 - 5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,4500,Siyah
1149,Xiaomi,5649,20,128,4,6,4000 - 5000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
1150,Samsung,7780,20,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
1151,Xiaomi,12499,10,128,8,6,5000,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Gri
1152,Samsung,6250,50,128,4,6,5000,4.5,,1,20,2,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Siyah
1153,omix,5449,5,128,4,6,1800 - 2800,4.5,,1,5,2,4,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1154,Samsung,7499,5,128,4,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Gümüş
1155,Xiaomi,5999,5,64,4,4,900-3000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,6000,Mavi
1156,Xiaomi,6109,5,128,4,4,900-3000,4.5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
1157,Tecno,6199,10,128,4,14,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1158,TCL,3059,8,32,2,5,3000 - 4000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3000,Siyah
1159,Trident,6399,20,128,8,6,4000 - 5000,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Yok,USB Type-C,5000,Mavi
1160,,11776,5,64,4,4,1500  altı,2,,1,,1,7,Android,Yok,2,USB Type-C,,Yok,3.5 mm,2000,Yeşil
1161,realme,4499,10,64,4,6,5000,4.5,,1,10,3,6,Android,Var,2,Micro-USB,10,Yok,3.5 mm,4500,Mavi
1162,Xiaomi,,20,128,6,6,3000 - 7900,5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Gri
1163,realme,6999,10,32,2,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Siyah
1164,Reeder,2499,5,32,2,6,3000 - 4000,4.5,,1,5,4,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,3500,Beyaz
1165,General Mobile,6499,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
1166,realme,6499,14,128,4,6,5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Mavi
1167,INFINIX,7768,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1168,INFINIX,7249,20,128,6,4,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Gümüş
1169,Samsung,5350,5,16,1,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3000,Siyah
1170,General Mobile,4999,5,64,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1171,INFINIX,4195,10,64,3,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
1172,,22015,12,4,8,6,3950,3,,1,5,2,6,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,2000,Çok Renkli
1173,Xiaomi,6499,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Yeşil
1174,Tecno,6999,5,64,4,4,1500  altı,3,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,2000,Mavi
1175,Samsung,7999,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1176,Tecno,6899,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Mor
1177,oukitel,5338,5,128,8,4,1500  altı,4,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Siyah
1178,,5799,20,128,8,6,5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Beyaz
1179,omix,5300,20,128,4,6,5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,5000,Beyaz
1180,PREMIER,5000,10,32,2,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,2000,Altın
1181,Xiaomi,5649,20,128,4,6,5000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Çok Renkli
1182,Tecno,4599,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Çok Renkli
1183,Trident,4499,5,128,4,6,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1184,realme,5999,10,64,2,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Siyah
1185,omix,6599,5,128,12,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
1186,omix,,5,128,4,4,1500  altı,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,4500,Gri
1187,,5499,20,128,8,6,1500  altı,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4000,Beyaz
1188,Xiaomi,8949,5,128,6,4,1500  altı,4.5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Çok Renkli
1189,,3399,5,64,4,4,1500  altı,4,,1,10,3,6,Android,Yok,2,USB Type-C,10,Yok,USB Type-C,3500,Sarı
1190,Tecno,4190,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
1191,General Mobile,6499,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
1192,General Mobile,,20,128,4,6,3000 - 7900,4.5,,1,10,3,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,5000,Çok Renkli
1193,,5899,5,128,6,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Mavi
1194,INFINIX,4199,5,128,4,4,1500  altı,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1195,omix,5489,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
1196,Reeder,2900,5,32,2,4,1500  altı,4.5,P13 Blue Max Lite,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
1197,realme,4999,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Gri
1198,Tecno,4999,5,Yok,Yok,4,1500  altı,2,,Yok,,Yok,4,Android,Yok,2,USB Type-C,,Yok,3.5 mm,800,Siyah
1199,omix,4800,5,64,3,4,1500  altı,4.5,,Yok,15,3,5,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Beyaz
1200,omix,4800,5,64,3,4,1500  altı,4.5,,Yok,15,3,5,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Beyaz
1201,omix,4778,20,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Çok Renkli
1202,Tecno,4999,5,128,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,5000,Gri
1203,,5799,20,128,8,6,5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Mavi
1204,,7628,12,4,8,6,3950,3,,1,5,2,6,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,2000,Çok Renkli
1205,Tecno,4599,5,64,4,4,1500  altı,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
1206,realme,22888,20,256,12,6,5000,5,,1,15,1,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
1207,General Mobile,6499,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1208,,5499,5,128,8,4,1500  altı,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4000,Siyah
1209,omix,4299,5,64,3,4,1500  altı,4.5,,Yok,15,3,5,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
1210,TCL,5650,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Gri
1211,INFINIX,5248,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1212,Tecno,5999,5,64,4,4,1500  altı,4,,1,15,2,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Mavi
1213,Tecno,4979,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Yeşil
1214,General Mobile,4599,10,64,3,6,4000 - 5000,4.5,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,3500,Altın
1215,General Mobile,6399,20,128,8,7,4000 - 5000,4.5,,1,100,2,6,Android,Var,2,USB Type-C,100,Yok,3.5 mm,5000,Siyah
1216,omix,4799,20,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1217,TCL,3499,5,32,2,4,1500  altı,4,,1,5,1,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3000,Yeşil
1218,Xiaomi,5371,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Var,3.5 mm,4500,Çok Renkli
1219,Xiaomi,6999,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4000,Mavi
1220,INFINIX,3989,5,32,2,4,900-3000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Mavi
1221,realme,4259,10,64,4,6,5000,4.5,,1,10,4,6,Android,Var,2,Micro-USB,10,Yok,3.5 mm,5000,Mavi
1222,Tecno,4899,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Turkuaz
1223,Samsung,10500,15,128,6,6,4000 - 5000,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,4500,Mor
1224,INFINIX,4799,5,128,4,4,1500  altı,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,5000,Altın
1225,realme,4599,10,32,3,6,4000 - 5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,4500,Mavi
1226,Tecno,4759,5,64,4,4,1500  altı,4.5,,1,15,2,6,Android,Var,2,Micro-USB,15,Yok,3.5 mm,5000,Mavi
1227,General Mobile,4800,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
1228,PREMIER,5000,5,32,2,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,2000,Gri
1229,PREMIER,5000,10,32,2,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,2000,Siyah
1230,Xiaomi,4890,10,64,3,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Gri
1231,INFINIX,4492,10,32,3,6,5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,6000,Mavi
1232,omix,5300,5,128,4,4,1500  altı,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,4500,Beyaz
1233,INFINIX,4444,20,64,4,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1234,Trident,6399,20,128,8,6,4000 - 5000,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Yok,USB Type-C,5000,Siyah
1235,,4499,5,64,4,4,1500  altı,3,,1,5,10+,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,2000,Turuncu
1236,INFINIX,4199,10,64,3,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1237,Tecno,4479,5,128,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,5000,Yeşil
1238,omix,4789,20,128,4,6,5000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Siyah
1239,General Mobile,,5,4,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,6000,Mavi
1240,PREMIER,4250,10,Yok,1,5,1800 - 2400,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Siyah
1241,PREMIER,4250,10,Yok,1,5,1800 - 2400,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Beyaz
1242,PREMIER,4250,10,Yok,1,5,1800 - 2400,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Gri
1243,PREMIER,4250,10,Yok,1,5,1800 - 2400,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Beyaz
1244,General Mobile,4599,20,64,4,6,5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
1245,Tecno,4499,5,64,6,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
1246,,649,5,Yok,16 MB RAM,4,900-3000,2,,1,5,Yok,4,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,800,Pembe
1247,realme,5749,5,128,4,4,1500  altı,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Mavi
1248,realme,5749,5,128,4,4,1500  altı,4.5,,1,20,1,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Mavi
1249,omix,4579,20,128,4,6,4000 - 5000,4.5,,1,15,2,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,5000,Beyaz
1250,TCL,4650,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Gri
1251,General Mobile,4599,5,64,4,7,5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Gri
1252,INFINIX,4444,20,64,4,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1253,Reeder,2949,5,32,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Siyah
1254,omix,5199,20,128,4,6,4000 - 5000,4.5,,1,15,2,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,5000,Mavi
1255,Reeder,3990,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
1256,Tecno,4220,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1257,Xiaomi,6199,5,128,4,4,900-3000,4.5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Yeşil
1258,TCL,2949,5,32,2,4,1500  altı,4,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,2000,Mavi
1259,Samsung,9999,20,128,6,6,5000,4.5,,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
1260,General Mobile,6449,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
1261,,3000,5,4,4,4,1500  altı,3,,Yok,,Yok,6,Android,Yok,2,Micro-USB,,Yok,3.5 mm,1000,Siyah
1262,INFINIX,6088,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1263,Tecno,4750,5,64,Yok,4,1500  altı,2,,Yok,,Yok,4,Android,Yok,2,USB Type-C,,Yok,3.5 mm,800,Siyah
1264,INFINIX,3995,5,64,4,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Yeşil
1265,INFINIX,3995,5,64,4,4,1500  altı,3,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,1000,Siyah
1266,,3799,20,64,4,6,4000 - 5000,4.5,,1,15,1,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Mavi
1267,,3799,5,64,4,4,1500  altı,4,,1,10,3,6,Android,Yok,2,USB Type-C,10,Yok,USB Type-C,3500,Turkuaz
1268,,400,5,Yok,1,4,900-3000,4.5,,Yok,,Yok,4,iOS,Yok,2,Dock Konnektörü,,Var,Lightning,800,Beyaz
1269,,5499,20,128,6,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1270,TCL,5799,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Çok Renkli
1271,,649,5,Yok,16 MB RAM,4,900-3000,2,,1,5,Yok,4,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,800,Mavi
1272,INFINIX,6088,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1273,Samsung,6749,15,128,4,7,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1274,Tecno,4950,5,128,4,4,1500  altı,4.5,,2,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
